order_id,user_id,product_id,category,product_name,region,status,priority,base_price,amount,order_date
ORD1284,U1032,P118,Grocery,Sugar,East,Processing,High,6507.36,15481.27,2024-01-11
ORD1285,U1004,P164,Clothing,Shoes,South,Processing,Medium,9625.41,10308.02,2024-03-23
ORD1286,U1078,P129,Sports,Dumbbells,Central,Pending,Medium,6252.27,10765.56,2024-03-19
ORD1287,U1046,P127,Books,Python Guide,West,Processing,Medium,8754.22,14555.98,2024-06-01
ORD1288,U1002,P161,Furniture,Shelf,Central,Completed,Low,3060.01,8422.85,2024-03-24
ORD1289,U1008,P134,Grocery,Dal,Central,Pending,Low,6050.02,9221.05,2024-01-18
ORD1290,U1073,P199,Electronics,Smartphone,East,Pending,High,7652.02,13206.02,2024-11-03
ORD1291,U1081,P194,Furniture,Sofa,West,Cancelled,High,3017.91,8286.35,2024-12-11
ORD1292,U1031,P161,Grocery,Oil,South,Pending,High,9729.69,29123.55,2024-01-28
ORD1293,U1072,P151,Grocery,Sugar,Central,Completed,High,9290.94,26562.42,2024-05-24
ORD1294,U1084,P193,Furniture,Sofa,South,Completed,Low,11255.41,18919.61,2024-03-10
ORD1295,U1099,P159,Books,Data Science,North,Processing,Medium,8314.34,20307.03,2024-03-09
ORD1296,U1080,P102,Furniture,Shelf,South,Completed,Medium,3289.81,7924.46,2024-08-07
ORD1297,U1025,P164,Books,Data Science,South,Completed,High,2976.65,3314.8,2024-02-26
ORD1298,U1024,P192,Books,Data Science,North,Cancelled,High,3320.53,7587.32,2024-04-11
ORD1299,U1078,P183,Furniture,Chair,North,Processing,High,8179.67,13705.44,2024-02-21
ORD1300,U1076,P199,Books,Data Science,North,Completed,Medium,4854.73,13983.94,2024-10-21
