item_id,order_id,product_id,quantity,unit_price,discount_percent
I000608,O00251,P0111,1,5794.78,9.55
I000609,O00251,P0028,9,2342.0,24.81
I000610,O00251,P0175,7,1102.91,29.36
I000611,O00252,P0127,4,2951.13,23.85
I000612,O00252,P0053,1,5082.08,28.02
I000613,O00252,P0044,8,8540.38,27.52
I000614,O00253,P0081,2,3388.34,18.21
I000615,O00253,P0175,1,4336.43,0.83
I000616,O00254,P0020,1,9698.46,23.33
I000617,O00254,P0044,8,4778.43,1.81
I000618,O00254,P0174,1,9905.09,33.41
I000619,O00255,P0194,2,8058.54,13.43
I000620,O00255,P0038,8,9898.95,10.29
I000621,O00256,P0065,6,3404.01,20.71
I000622,O00256,P0094,10,2772.38,20.77
I000623,O00256,P0118,1,4162.16,8.81
I000624,O00256,P0004,3,405.96,23.1
I000625,O00257,P0093,4,3840.0,4.32
I000626,O00257,P0053,5,6820.14,35.97
I000627,O00257,P0191,8,8773.32,7.0
I000628,O00257,P0023,6,3971.16,16.69
I000629,O00258,P0080,10,3498.42,24.49
I000630,O00258,P0049,7,5709.96,31.7
I000631,O00258,P0011,6,9697.75,19.96
I000632,O00259,P0120,3,2968.84,22.33
I000633,O00259,P0175,3,2953.77,31.99
I000634,O00260,P0117,1,8272.16,4.94
I000635,O00261,P0079,1,1463.42,35.15
I000636,O00261,P0002,9,7711.97,6.2
I000637,O00261,P0111,2,1512.18,29.32
I000638,O00261,P0091,7,899.11,8.75
I000639,O00262,P0091,7,9672.38,3.93
I000640,O00262,P0064,5,6010.68,6.93
I000641,O00262,P0174,7,3292.55,23.13
I000642,O00262,P0164,4,4221.49,7.98
I000643,O00263,P0022,8,3822.06,35.04
I000644,O00263,P0077,7,5313.06,27.77
I000645,O00263,P0146,9,7154.73,18.74
I000646,O00264,P0120,1,361.58,30.67
I000647,O00264,P0108,2,6190.56,12.1
I000648,O00264,P0106,4,3793.8,24.84
I000649,O00264,P0119,10,630.01,33.8
I000650,O00265,P0104,1,7653.66,20.72
I000651,O00265,P0172,1,2774.73,39.45
I000652,O00266,P0086,10,2976.71,19.26
I000653,O00267,P0016,10,7419.7,2.12
I000654,O00267,P0032,4,5664.29,38.69
I000655,O00267,P0190,3,6789.24,34.09
I000656,O00268,P0161,1,6274.27,8.03
I000657,O00268,P0080,-5,8811.0,20.79
I000658,O00268,P0185,4,4790.05,33.31
I000659,O00269,P0101,7,1922.04,9.4
I000660,O00269,P0015,9,6166.32,17.57
I000661,O00269,P0032,10,1547.84,0.87
I000662,O00269,P0077,3,6608.91,6.83
I000663,O00270,P0122,5,1090.19,23.55
I000664,O00270,P0123,6,3972.77,27.91
I000665,O00271,P0119,7,1566.85,11.34
I000666,O00272,P0145,-3,437.43,26.02
I000667,O00273,P0011,8,9819.36,14.31
I000668,O00273,P0091,9,9035.25,21.0
I000669,O00273,P0036,9,6593.6,14.07
I000670,O00273,P0120,10,7180.31,31.47
I000671,O00274,P0196,7,8409.32,19.35
I000672,O00274,P0169,8,1885.71,28.34
I000673,O00274,P0078,9,5301.8,5.18
I000674,O00275,P0151,10,4097.36,1.8
I000675,O00275,P0149,3,6686.08,19.98
I000676,O00275,P0090,8,2392.19,30.87
I000677,O00276,P0027,7,4258.56,2.57
I000678,O00276,P0045,10,470.44,30.0
I000679,O00277,P0196,1,3279.48,27.95
I000680,O00277,P0096,7,6410.22,22.26
I000681,O00277,P0156,4,4431.4,11.44
I000682,O00277,P0162,4,4397.22,21.14
I000683,O00278,P0023,1,6719.72,8.14
I000684,O00278,P0150,3,3659.65,16.32
I000685,O00279,P0088,3,9581.66,29.13
I000686,O00280,P0049,9,6222.94,22.35
I000687,O00280,P0054,3,4444.89,25.02
I000688,O00280,P0147,2,1359.2,20.69
I000689,O00280,P0122,2,2382.68,24.06
I000690,O00281,P0006,5,3643.26,34.9
I000691,O00281,P0058,3,840.29,23.01
I000692,O00281,P0075,9,5050.47,15.97
I000693,O00282,P0140,2,9375.58,39.4
I000694,O00283,P0009,6,2085.06,35.52
I000695,O00284,P0036,4,7365.34,36.97
I000696,O00285,P0061,8,9485.18,36.17
I000697,O00286,P0089,2,6021.66,24.5
I000698,O00287,P0142,8,2778.03,1.67
I000699,O00288,P0128,9,3567.55,19.1
I000700,O00289,P0006,1,8132.5,21.37
I000701,O00289,P0015,7,7405.44,22.1
I000702,O00290,P0100,7,4354.21,17.07
I000703,O00291,P0030,2,9827.09,14.71
I000704,O00291,P0113,4,9188.88,9.53
I000705,O00292,P0151,1,7500.01,35.53
I000706,O00293,P0004,4,858.46,5.07
I000707,O00294,P0073,6,6586.57,9.77
I000708,O00294,P0012,5,4038.4,26.3
I000709,O00295,P0020,5,2138.02,28.21
I000710,O00296,P0057,5,7824.06,11.71
I000711,O00296,P0114,4,2748.6,27.91
I000712,O00296,P0183,9,3531.69,16.43
I000713,O00297,P0072,9,7444.9,8.43
I000714,O00297,P0021,6,7900.61,1.43
I000715,O00297,P0053,4,6534.09,18.15
I000716,O00297,P0036,-1,2775.96,23.53
I000717,O00298,P0022,10,286.6,15.3
I000718,O00298,P0016,8,2136.73,7.38
I000719,O00298,P0072,7,6637.98,1.25
I000720,O00299,P0007,6,9083.75,32.41
I000721,O00299,P0156,10,370.72,29.03
I000722,O00299,P0194,10,4332.74,29.17
I000723,O00300,P0028,9,7240.84,27.12
I000724,O00301,P0109,9,9607.02,18.69
I000725,O00301,P0147,4,250.32,31.98
I000726,O00301,P0185,5,2574.33,21.71
I000727,O00301,P0146,6,482.2,10.97
I000728,O00302,P0169,-3,5727.57,12.84
I000729,O00302,P0065,5,4493.71,0.69
I000730,O00302,P0168,1,9662.27,19.21
I000731,O00303,P0105,10,2836.81,24.41
I000732,O00303,P0015,6,4460.35,10.32
I000733,O00304,P0067,4,1554.33,24.72
I000734,O00304,P0127,1,6580.55,7.37
I000735,O00304,P0033,9,5840.92,1.68
I000736,O00305,P0016,5,259.57,33.8
I000737,O00305,P0183,6,542.86,9.39
I000738,O00306,P0020,9,5159.25,9.48
I000739,O00307,P0147,7,4322.11,11.32
I000740,O00307,P0096,1,7902.83,13.4
I000741,O00307,P0175,7,3809.68,37.7
I000742,O00308,P0160,6,9310.05,36.47
I000743,O00308,P0008,1,2193.65,12.52
I000744,O00308,P0042,9,7157.12,37.6
I000745,O00309,P0150,3,9978.43,3.14
I000746,O00309,P0009,2,9923.96,22.62
I000747,O00309,P0169,10,7366.12,21.56
I000748,O00309,P0186,2,5324.79,2.06
I000749,O00310,P0169,6,8376.49,11.72
I000750,O00310,P0135,4,8010.16,39.1
I000751,O00310,P0134,4,7507.06,4.62
I000752,O00310,P0113,4,9580.32,16.4
I000753,O00311,P0091,9,9154.89,26.13
I000754,O00312,P0115,4,8285.16,5.01
I000755,O00312,P0108,9,9101.73,26.96
I000756,O00313,P0156,5,1267.84,16.34
I000757,O00313,P0067,9,5802.52,25.31
I000758,O00314,P0047,1,4244.39,30.62
I000759,O00314,P0117,8,1351.34,1.36
I000760,O00315,P0007,3,5340.17,15.52
I000761,O00315,P0177,7,4082.94,22.28
I000762,O00315,P0043,5,8984.52,35.93
I000763,O00315,P0019,10,1166.94,28.89
I000764,O00316,P0190,6,9115.67,25.23
I000765,O00317,P0075,3,7264.7,23.58
I000766,O00317,P0194,9,8966.43,23.74
I000767,O00317,P0123,6,4589.92,12.82
I000768,O00317,P0180,3,5922.0,37.79
I000769,O00318,P0060,5,578.05,20.71
I000770,O00319,P0074,3,515.15,37.8
I000771,O00319,P0083,4,2854.74,35.18
I000772,O00319,P0099,6,2919.43,4.74
I000773,O00319,P0082,5,2313.97,6.77
I000774,O00320,P0156,4,1495.93,8.27
I000775,O00320,P0193,9,370.77,36.1
I000776,O00320,P0028,9,2031.81,19.53
I000777,O00321,P0095,4,9484.01,17.06
I000778,O00322,P0134,2,9199.92,4.8
I000779,O00322,P0033,7,959.95,5.47
I000780,O00322,P0117,5,1252.98,14.15
I000781,O00322,P0076,2,2302.17,2.97
I000782,O00323,P0130,5,7381.67,26.88
I000783,O00323,P0086,2,3216.62,36.99
I000784,O00324,P0026,4,6645.19,35.1
I000785,O00324,P0181,1,6310.12,9.84
I000786,O00324,P0134,10,9437.31,26.93
I000787,O00324,P0082,5,4896.62,7.48
I000788,O00325,P0073,2,8585.85,29.98
I000789,O00325,P0034,1,4957.84,24.45
I000790,O00325,P0051,3,6911.02,24.54
I000791,O00325,P0163,10,3552.17,21.22
I000792,O00326,P0077,5,4953.2,25.2
I000793,O00326,P0060,10,4861.49,3.86
I000794,O00327,P0194,5,4527.01,9.9
I000795,O00328,P0030,2,4041.08,5.12
I000796,O00328,P0046,8,8653.69,24.04
I000797,O00328,P0119,-3,5124.13,35.59
I000798,O00328,P0082,7,7740.81,10.46
I000799,O00329,P0106,7,9132.45,10.73
I000800,O00329,P0101,4,8203.39,12.34
I000801,O00329,P0114,7,8768.66,21.44
I000802,O00330,P0158,10,6089.12,0.8
I000803,O00331,P0098,2,3399.55,14.11
I000804,O00332,P0168,1,3684.77,7.94
I000805,O00333,P0138,4,1697.9,14.96
I000806,O00333,P0102,7,7360.01,37.6
I000807,O00334,P0006,9,4039.58,19.4
I000808,O00335,P0073,1,7746.88,9.89
I000809,O00335,P0078,5,8148.66,15.11
I000810,O00336,P0034,2,7248.92,30.5
I000811,O00336,P0190,-5,6088.23,6.07
I000812,O00336,P0070,10,2023.41,24.23
I000813,O00336,P0022,5,4309.01,29.74
I000814,O00337,P0071,2,6594.9,18.86
I000815,O00337,P0118,5,2300.3,16.25
I000816,O00337,P0052,5,9085.89,21.33
I000817,O00338,P0098,8,9519.43,30.51
I000818,O00338,P0005,2,5821.01,1.0
I000819,O00339,P0115,8,6463.9,13.3
I000820,O00339,P0095,2,1775.63,34.59
I000821,O00340,P0152,7,4787.8,28.92
I000822,O00340,P0064,10,683.44,19.74
I000823,O00340,P0022,7,3444.9,6.02
I000824,O00340,P0037,6,6027.43,34.86
I000825,O00341,P0177,9,5501.33,12.52
I000826,O00341,P0054,4,7117.79,20.58
I000827,O00341,P0194,2,4314.45,3.1
I000828,O00342,P0194,3,1302.63,7.89
I000829,O00342,P0004,2,4299.4,6.83
I000830,O00343,P0036,-1,4411.25,11.77
I000831,O00343,P0192,5,6189.49,14.87
I000832,O00343,P0141,3,5280.19,8.18
I000833,O00343,P0108,10,3775.41,24.18
I000834,O00344,P0119,3,7179.31,18.95
I000835,O00344,P0054,6,1588.46,2.68
I000836,O00344,P0085,1,1957.98,27.76
I000837,O00344,P0192,9,1037.67,25.0
I000838,O00345,P0018,9,3515.08,0.57
I000839,O00345,P0090,4,8225.47,34.72
I000840,O00346,P0095,7,5655.01,25.66
I000841,O00346,P0160,4,1608.98,29.23
I000842,O00346,P0197,5,5680.23,5.07
I000843,O00347,P0085,10,8092.27,34.85
I000844,O00347,P0148,8,126.44,9.27
I000845,O00347,P0198,4,8053.2,5.86
I000846,O00347,P0152,3,102.44,3.11
I000847,O00348,P0036,9,4311.52,18.87
I000848,O00349,P0129,4,3835.36,15.42
I000849,O00349,P0195,8,8402.63,12.68
I000850,O00349,P0031,2,8437.69,38.21
I000851,O00350,P0183,9,6981.49,10.02
I000852,O00350,P0037,2,4410.59,13.93
I000853,O00350,P0112,1,8568.19,30.83
I000854,O00351,P0187,10,9979.21,37.58
I000855,O00351,P0109,7,9338.61,39.82
I000856,O00351,P0055,4,5307.43,0.22
I000857,O00352,P0085,5,228.65,10.92
I000858,O00352,P0025,5,4043.11,39.83
I000859,O00352,P0095,5,666.55,22.89
I000860,O00353,P0184,8,6359.18,19.61
I000861,O00354,P0192,2,385.49,35.77
I000862,O00354,P0166,3,1851.39,34.04
I000863,O00354,P0193,2,8473.45,2.24
I000864,O00354,P0140,1,8593.11,11.1
I000865,O00355,P0168,1,6752.71,35.99
I000866,O00355,P0158,3,5909.79,37.77
I000867,O00356,P0171,7,6710.45,2.46
I000868,O00357,P0195,3,931.29,17.74
I000869,O00357,P0129,5,6918.3,16.37
I000870,O00358,P0080,5,1265.37,18.65
I000871,O00359,P0145,8,9188.31,7.3
I000872,O00360,P0048,6,9661.08,30.67
I000873,O00361,P0056,6,8784.26,37.73
I000874,O00362,P0175,3,3855.17,11.48
I000875,O00362,P0165,5,3223.86,9.04
I000876,O00362,P0049,4,2072.32,39.17
I000877,O00363,P0179,2,5829.09,13.95
I000878,O00363,P0113,9,6347.16,33.27
I000879,O00363,P0068,1,5893.71,6.23
I000880,O00364,P0180,6,6851.98,11.55
I000881,O00364,P0112,6,5087.28,33.19
I000882,O00365,P0024,4,4730.11,1.26
I000883,O00365,P0132,2,6348.03,19.01
I000884,O00365,P0198,8,3785.6,15.12
I000885,O00366,P0083,2,8706.36,0.32
I000886,O00367,P0122,2,3644.24,6.51
I000887,O00367,P0086,9,315.32,32.37
I000888,O00367,P0087,8,6975.53,29.24
I000889,O00367,P0166,8,2600.49,14.93
I000890,O00368,P0124,5,9297.0,9.37
I000891,O00368,P0174,9,4316.35,10.77
I000892,O00368,P0103,10,382.7,20.49
I000893,O00369,P0153,4,5723.08,5.58
I000894,O00369,P0179,6,632.62,3.62
I000895,O00369,P0135,3,4641.26,6.61
I000896,O00370,P0169,3,1803.48,12.3
I000897,O00371,P0061,7,2522.85,27.39
I000898,O00371,P0053,-2,3512.65,18.83
I000899,O00372,P0179,7,7091.62,30.52
I000900,O00372,P0055,2,3251.73,37.41
I000901,O00372,P0121,7,8990.41,32.79
I000902,O00372,P0172,7,5387.74,13.87
I000903,O00373,P0057,10,2428.06,14.49
I000904,O00374,P0157,10,9154.4,25.82
I000905,O00375,P0128,1,4410.47,13.58
I000906,O00375,P0049,3,2921.14,15.47
I000907,O00376,P0009,3,5221.75,4.26
I000908,O00376,P0067,2,7353.44,26.23
I000909,O00376,P0108,7,221.02,12.76
I000910,O00376,P0046,10,6894.36,0.46
I000911,O00377,P0109,7,6377.76,24.15
I000912,O00377,P0198,8,7831.93,28.48
I000913,O00377,P0014,9,1205.55,7.15
I000914,O00377,P0078,7,3896.37,26.99
I000915,O00378,P0002,10,5197.47,24.58
I000916,O00378,P0087,8,4701.16,1.59
I000917,O00379,P0118,6,3440.87,11.85
I000918,O00379,P0094,1,1869.41,14.28
I000919,O00379,P0013,1,3047.07,1.42
I000920,O00379,P0154,2,462.46,29.55
I000921,O00380,P0045,9,7295.2,25.32
I000922,O00380,P0022,7,3519.32,18.32
I000923,O00381,P0188,10,857.71,14.91
I000924,O00381,P0135,3,7265.72,32.5
I000925,O00382,P0098,9,879.77,37.1
I000926,O00383,P0109,3,2642.89,26.12
I000927,O00383,P0103,2,4391.01,4.66
I000928,O00383,P0006,4,9949.69,24.62
I000929,O00384,P0178,6,2230.57,37.42
I000930,O00384,P0013,5,7805.26,11.07
I000931,O00385,P0155,7,6814.26,10.91
I000932,O00386,P0054,3,4678.17,31.61
I000933,O00386,P0005,6,2325.77,28.36
I000934,O00386,P0107,4,2949.53,28.48
I000935,O00386,P0169,8,6384.25,13.15
I000936,O00387,P0122,6,8244.02,6.07
I000937,O00387,P0143,8,7007.48,26.92
I000938,O00387,P0004,5,6640.92,22.85
I000939,O00387,P0088,2,5657.12,13.81
I000940,O00388,P0192,6,7533.49,18.06
I000941,O00388,P0136,-5,5890.88,24.97
I000942,O00389,P0107,5,4958.49,9.39
I000943,O00389,P0196,9,6110.51,33.99
I000944,O00389,P0006,2,2191.92,4.43
I000945,O00389,P0193,5,1675.26,31.1
I000946,O00390,P0141,4,6032.56,12.78
I000947,O00390,P0105,6,6675.92,27.47
I000948,O00390,P0091,6,5371.83,9.0
I000949,O00390,P0193,7,4692.75,33.05
I000950,O00391,P0041,1,3407.14,18.56
I000951,O00391,P0046,3,1073.4,23.21
I000952,O00391,P0103,7,4161.91,25.46
I000953,O00391,P0074,10,6136.09,20.13
I000954,O00392,P0154,10,9460.34,13.0
I000955,O00393,P0043,8,9523.28,0.91
I000956,O00393,P0146,10,6575.75,22.08
I000957,O00394,P0042,6,2469.22,18.89
I000958,O00394,P0118,4,3000.52,35.78
I000959,O00395,P0148,8,6072.16,39.59
I000960,O00395,P0119,3,5052.13,4.45
I000961,O00396,P0041,-1,6852.03,16.25
I000962,O00396,P0063,9,8635.47,2.81
I000963,O00396,P0119,7,8845.23,21.49
I000964,O00397,P0113,8,691.88,32.47
I000965,O00398,P0094,7,5164.44,25.99
I000966,O00399,P0032,10,1206.66,6.76
I000967,O00399,P0027,7,1505.31,9.72
I000968,O00399,P0038,8,1061.54,25.68
I000969,O00399,P0068,2,7119.92,30.1
I000970,O00400,P0088,8,4558.72,10.32
I000971,O00400,P0076,5,7637.1,5.92
I000972,O00400,P0177,-3,5679.04,28.55
I000973,O00401,P0184,5,4454.64,11.8
I000974,O00401,P0041,3,2994.1,15.37
I000975,O00401,P0146,-2,5873.98,5.93
I000976,O00402,P0067,6,7480.03,39.84
I000977,O00403,P0123,3,5060.84,20.93
I000978,O00403,P0159,7,4903.93,6.76
I000979,O00403,P0044,9,4891.58,15.19
I000980,O00403,P0089,2,3162.15,8.97
I000981,O00404,P0156,2,3629.36,18.37
I000982,O00404,P0200,1,8472.88,31.32
I000983,O00404,P0187,9,7439.64,14.54
I000984,O00405,P0103,2,5123.42,10.86
I000985,O00406,P0015,8,2554.92,10.24
I000986,O00407,P0177,4,7202.07,7.1
I000987,O00407,P0167,10,2847.02,29.72
I000988,O00408,P0034,9,2156.55,9.76
I000989,O00409,P0119,6,823.24,19.13
I000990,O00409,P0026,8,2054.22,21.69
I000991,O00409,P0138,4,3069.61,0.38
I000992,O00409,P0014,7,1204.09,35.46
I000993,O00410,P0151,10,9923.15,10.07
I000994,O00410,P0163,7,4976.79,7.06
I000995,O00411,P0132,5,2565.32,11.01
I000996,O00411,P0073,9,6296.63,4.46
I000997,O00411,P0166,3,3260.15,38.97
I000998,O00411,P0077,8,1870.07,30.42
I000999,O00412,P0025,9,2016.6,4.35
I001000,O00412,P0114,4,5067.62,12.8
I001001,O00412,P0088,9,6878.99,37.1
I001002,O00413,P0147,3,1999.85,15.85
I001003,O00413,P0173,3,6140.22,6.29
I001004,O00414,P0168,5,2702.27,37.37
I001005,O00414,P0153,5,3131.7,29.07
I001006,O00414,P0107,6,4310.45,15.74
I001007,O00414,P0200,-4,647.54,16.35
I001008,O00415,P0117,-2,2165.23,28.67
I001009,O00415,P0197,5,334.42,17.1
I001010,O00416,P0084,4,6213.8,17.6
I001011,O00416,P0143,5,2507.06,13.02
I001012,O00416,P0144,8,5970.11,38.08
I001013,O00416,P0190,1,3961.62,38.39
I001014,O00417,P0064,7,655.53,13.71
I001015,O00417,P0072,9,9243.7,4.44
I001016,O00417,P0156,3,832.49,39.09
I001017,O00417,P0151,7,8752.11,23.59
I001018,O00418,P0144,8,5770.06,30.51
I001019,O00418,P0023,5,8191.37,27.58
I001020,O00419,P0198,6,3676.17,30.91
I001021,O00419,P0018,4,4736.43,18.43
I001022,O00420,P0051,5,7501.74,0.93
I001023,O00420,P0174,2,4330.58,32.24
I001024,O00420,P0181,1,696.83,39.59
I001025,O00421,P0005,1,8743.5,13.08
I001026,O00421,P0145,9,5790.67,25.37
I001027,O00421,P0112,2,9744.85,31.22
I001028,O00422,P0132,10,6139.31,39.72
I001029,O00422,P0023,2,4366.37,11.07
I001030,O00423,P0190,2,5794.72,18.16
I001031,O00423,P0039,7,4074.51,11.75
I001032,O00423,P0167,10,286.83,9.01
I001033,O00423,P0085,7,8570.19,23.38
I001034,O00424,P0137,4,5786.94,14.19
I001035,O00424,P0118,10,7752.62,8.25
I001036,O00424,P0168,3,5380.88,37.78
I001037,O00425,P0200,3,9551.14,13.1
I001038,O00426,P0059,4,4300.41,10.84
I001039,O00426,P0169,4,370.23,35.11
I001040,O00426,P0054,8,9485.34,1.02
I001041,O00427,P0098,8,2066.51,30.84
I001042,O00427,P0013,10,1019.23,7.0
I001043,O00428,P0042,4,4942.17,24.19
I001044,O00429,P0107,2,3662.6,10.21
I001045,O00429,P0049,2,259.84,15.2
I001046,O00429,P0054,7,8589.18,14.19
I001047,O00430,P0017,5,7042.02,26.02
I001048,O00430,P0112,7,256.92,38.57
I001049,O00430,P0167,6,8489.41,7.09
I001050,O00431,P0033,9,6981.2,30.49
I001051,O00432,P0153,4,6643.43,14.87
I001052,O00433,P0041,3,8122.16,7.26
I001053,O00433,P0108,2,396.8,8.16
I001054,O00433,P0045,7,9098.91,10.61
I001055,O00433,P0133,-1,3382.66,35.55
I001056,O00434,P0189,3,560.34,15.08
I001057,O00435,P0041,1,2304.73,16.8
I001058,O00435,P0026,2,4809.32,39.33
I001059,O00436,P0035,5,9005.54,10.27
I001060,O00436,P0155,6,3719.27,24.54
I001061,O00436,P0164,2,7512.32,34.08
I001062,O00436,P0001,4,5195.87,32.22
I001063,O00437,P0058,2,7200.95,11.29
I001064,O00437,P0169,10,2339.61,7.39
I001065,O00438,P0085,10,5813.95,35.34
I001066,O00438,P0182,3,3810.23,5.81
I001067,O00438,P0119,1,8017.74,25.28
I001068,O00439,P0047,3,8370.25,9.51
I001069,O00439,P0004,7,5763.66,19.35
I001070,O00440,P0049,7,2226.88,24.85
I001071,O00440,P0161,9,7475.11,26.22
I001072,O00440,P0148,9,3438.82,35.7
I001073,O00441,P0088,9,1055.38,34.25
I001074,O00441,P0125,9,7841.35,17.06
I001075,O00441,P0198,1,1349.66,9.09
I001076,O00442,P0029,5,3541.48,18.1
I001077,O00442,P0031,9,921.38,34.68
I001078,O00442,P0141,9,8218.26,35.42
I001079,O00442,P0183,9,8416.13,8.87
I001080,O00443,P0051,6,7821.38,22.52
I001081,O00444,P0137,6,6967.58,39.89
I001082,O00445,P0096,2,6385.58,34.36
I001083,O00445,P0041,4,7535.93,6.08
I001084,O00446,P0052,5,5265.31,16.85
I001085,O00446,P0072,8,1447.59,37.53
I001086,O00446,P0013,1,7112.58,26.72
I001087,O00446,P0103,4,6169.86,38.37
I001088,O00447,P0194,7,4861.23,6.41
I001089,O00448,P0101,7,2014.38,33.37
I001090,O00448,P0041,2,9495.6,5.62
I001091,O00449,P0032,3,1509.84,11.02
I001092,O00449,P0186,-1,5254.14,20.97
I001093,O00449,P0190,10,6638.17,11.95
I001094,O00449,P0150,2,6139.35,6.15
I001095,O00450,P0070,5,4718.6,23.4
I001096,O00450,P0011,8,2323.87,4.12
I001097,O00450,P0098,10,8664.34,9.65
I001098,O00451,P0180,2,2874.02,28.96
I001099,O00451,P0111,5,6438.63,13.15
I001100,O00451,P0108,5,922.62,4.05
I001101,O00451,P0015,8,5000.26,23.64
I001102,O00452,P0027,8,8390.38,15.03
I001103,O00452,P0200,9,6708.81,1.68
I001104,O00452,P0182,2,7956.64,38.16
I001105,O00453,P0031,4,6758.83,36.15
I001106,O00454,P0101,6,4458.43,18.43
I001107,O00454,P0184,9,4047.06,32.21
I001108,O00454,P0191,7,353.84,22.68
I001109,O00454,P0011,1,3356.73,11.69
I001110,O00455,P0008,6,3506.09,38.94
I001111,O00455,P0187,4,7858.73,12.98
I001112,O00455,P0117,5,1689.86,22.34
I001113,O00455,P0065,9,7432.98,30.13
I001114,O00456,P0128,6,5428.52,32.21
I001115,O00456,P0023,4,3127.77,36.57
I001116,O00457,P0164,7,5022.21,7.45
I001117,O00458,P0052,6,4433.91,14.46
I001118,O00458,P0068,3,3295.32,4.46
I001119,O00458,P0182,10,5110.58,25.69
I001120,O00458,P0125,5,5428.72,15.92
I001121,O00459,P0051,2,6019.9,35.08
I001122,O00460,P0068,9,1417.02,15.41
I001123,O00460,P0038,5,9710.38,12.95
I001124,O00460,P0184,4,503.65,21.92
I001125,O00460,P0088,-2,8349.15,39.33
I001126,O00461,P0058,4,3038.25,38.58
I001127,O00461,P0113,10,4445.6,22.25
I001128,O00462,P0106,9,6309.83,35.54
I001129,O00462,P0048,7,7096.78,39.28
I001130,O00463,P0111,4,3635.03,38.32
I001131,O00463,P0095,3,8291.73,28.1
I001132,O00463,P0094,9,1056.55,36.7
I001133,O00464,P0138,4,7203.89,25.8
I001134,O00464,P0081,9,2317.24,10.77
I001135,O00464,P0027,1,4434.92,23.64
I001136,O00464,P0155,2,1796.28,22.4
I001137,O00465,P0089,8,1564.01,27.28
I001138,O00466,P0185,5,9478.78,29.11
I001139,O00467,P0111,7,4575.91,21.54
I001140,O00467,P0181,5,5741.59,35.04
I001141,O00467,P0196,7,5442.16,27.25
I001142,O00467,P0035,6,9711.8,2.12
I001143,O00468,P0151,2,5344.74,29.22
I001144,O00468,P0031,4,6055.1,30.35
I001145,O00468,P0199,3,391.93,37.15
I001146,O00469,P0085,2,4095.2,28.04
I001147,O00470,P0105,3,1911.6,12.45
I001148,O00470,P0098,3,8802.74,19.99
I001149,O00470,P0179,3,2086.01,14.05
I001150,O00470,P0122,2,7542.97,20.95
I001151,O00471,P0156,1,685.55,14.93
I001152,O00472,P0001,-4,3132.01,32.0
I001153,O00472,P0136,10,8607.65,38.23
I001154,O00473,P0163,8,2261.9,13.81
I001155,O00473,P0159,3,5782.45,35.66
I001156,O00474,P0130,8,483.87,21.5
I001157,O00474,P0039,2,3185.49,11.66
I001158,O00475,P0175,9,1087.24,7.73
I001159,O00475,P0047,3,9207.99,37.51
I001160,O00475,P0152,9,7862.22,37.76
I001161,O00476,P0087,4,2470.57,32.7
I001162,O00477,P0104,6,9825.22,19.22
I001163,O00477,P0011,10,5246.45,26.54
I001164,O00478,P0135,9,7593.54,25.73
I001165,O00478,P0145,5,4534.26,7.92
I001166,O00478,P0148,7,3832.96,19.62
I001167,O00479,P0027,10,5026.38,31.45
I001168,O00479,P0083,5,7019.13,21.1
I001169,O00479,P0144,1,982.96,35.68
I001170,O00479,P0124,10,6445.23,29.57
I001171,O00480,P0013,5,3582.48,21.51
I001172,O00481,P0190,9,7021.91,36.43
I001173,O00481,P0131,2,1938.48,8.86
I001174,O00481,P0135,6,2115.72,8.27
I001175,O00481,P0046,-4,2139.7,27.58
I001176,O00482,P0002,6,9872.15,33.06
I001177,O00482,P0062,6,4079.39,6.24
I001178,O00482,P0169,10,6718.47,35.28
I001179,O00483,P0175,5,8798.94,29.47
I001180,O00483,P0147,5,201.25,32.94
I001181,O00483,P0182,7,9020.65,32.67
I001182,O00483,P0161,8,203.25,27.7
I001183,O00484,P0179,8,6926.04,2.82
I001184,O00485,P0030,3,4936.51,7.33
I001185,O00486,P0043,7,2935.75,34.22
I001186,O00486,P0190,5,1282.07,32.92
I001187,O00486,P0066,4,5592.02,19.92
I001188,O00487,P0133,8,1202.93,1.52
I001189,O00487,P0010,7,7649.16,32.26
I001190,O00488,P0112,6,1513.31,23.88
I001191,O00488,P0158,1,5085.83,38.98
I001192,O00489,P0186,1,9491.04,13.65
I001193,O00489,P0082,5,3566.16,8.03
I001194,O00490,P0101,7,2988.88,2.55
I001195,O00491,P0161,6,4444.83,34.85
I001196,O00491,P0050,2,6056.43,11.51
I001197,O00492,P0037,6,6879.15,16.4
I001198,O00492,P0141,-2,7268.39,12.87
I001199,O00493,P0037,2,158.43,0.14
I001200,O00494,P0100,10,2322.73,25.13
I001201,O00495,P0006,8,6483.42,11.3
I001202,O00496,P0116,8,3516.95,39.52
I001203,O00496,P0192,8,8995.91,18.17
I001204,O00496,P0061,6,2939.95,29.24
I001205,O00496,P0175,7,8831.18,14.72
I001206,O00497,P0111,5,4653.33,28.43
I001207,O00498,P0103,6,4117.34,35.34
I001208,O00498,P0033,8,4494.54,15.54
I001209,O00499,P0087,7,5346.37,9.84
I001210,O00499,P0084,4,9485.25,29.17
I001211,O00499,P0171,10,4687.42,34.5
I001212,O00500,P0096,7,1175.64,26.09
I001213,O00500,P0165,5,9561.76,34.8
I001214,O00500,P0079,7,2250.06,22.07
I001215,O00500,P0055,3,9377.51,17.27
I001216,O00501,P0007,10,2805.87,29.84
