order_id,customer_id,order_date,status,region_code
O00426,C0059,2024-06-04 07:05:00,RETURNED,SOUTH
O00427,C0460,2023-12-17 04:54:32,CANCELLED,EAST
O00428,C0177,2023-03-26 14:24:57,RETURNED,CENTRAL
O00429,C0273,2023-07-10 14:56:21,RETURNED,EAST
O00430,C0410,2024-12-03 02:58:31,PLACED,SOUTH
O00431,C0201,2024-12-12 06:47:04,DELIVERED,NORTH
O00432,C0058,2023-06-19 21:25:11,CANCELLED,SOUTH
O00433,UNKNOWN,2023-11-14 07:13:17,CANCELLED,CENTRAL
O00434,C0216,2023-07-25 02:20:13,PLACED,EAST
O00435,C0447,2023-10-21 16:41:32,RETURNED,EAST
O00436,C0336,2024-10-01 12:58:48,DELIVERED,WEST
O00437,C0272,2025-07-10 17:57:42,CANCELLED,WEST
O00438,C0460,2024-04-17 09:00:40,SHIPPED,EAST
O00439,C0498,2023-12-19 07:02:36,PLACED,SOUTH
O00440,C0490,2024-07-02 13:18:04,SHIPPED,CENTRAL
O00441,C0090,2024-03-19 02:45:48,SHIPPED,SOUTH
O00442,C0163,2024-01-05 13:45:12,CANCELLED,EAST
O00443,C0288,2024-07-28 06:22:35,DELIVERED,EAST
O00444,C0277,2023-08-18 19:45:36,RETURNED,EAST
O00445,C0208,2023-07-08 17:28:34,SHIPPED,WEST
O00446,C0497,2024-05-12 10:35:23,RETURNED,EAST
O00447,C0243,2025-10-02 11:00:12,RETURNED,SOUTH
O00448,C0473,2025-05-28 01:21:29,PLACED,WEST
O00449,C0283,2023-03-04 06:19:29,PLACED,WEST
O00450,C0229,2025-08-17 06:53:18,DELIVERED,NORTH
O00451,C0299,2025-08-02 17:31:13,DELIVERED,SOUTH
O00452,C0435,2023-02-05 00:40:28,PLACED,CENTRAL
O00453,C0163,2024-09-04 17:10:41,RETURNED,NORTH
O00454,C0076,2025-11-01 18:51:09,CANCELLED,EAST
O00455,C0146,2024-08-22 19:19:18,DELIVERED,WEST
O00456,C0373,2025-05-21 12:49:36,CANCELLED,WEST
O00457,C0373,2024-03-24 09:03:22,CANCELLED,WEST
O00458,C0307,2023-08-05 19:27:37,SHIPPED,EAST
O00459,C0269,2025-01-07 06:51:35,PLACED,CENTRAL
O00460,C0210,2024-08-06 17:48:39,DELIVERED,WEST
O00461,C0364,2023-09-29 16:29:02,SHIPPED,SOUTH
O00462,C0149,2023-10-16 22:49:18,PLACED,EAST
O00463,C0287,2025-06-28 02:08:42,SHIPPED,NORTH
O00464,C0154,2023-01-04 19:13:07,CANCELLED,NORTH
O00465,C0148,2025-10-12 15:54:51,CANCELLED,SOUTH
O00466,C0142,2023-02-14 04:24:59,PLACED,CENTRAL
O00467,C0290,2024-07-15 23:22:19,DELIVERED,WEST
O00468,C0192,2025-12-14 11:19:59,RETURNED,NORTH
O00469,C0030,2024-02-08 04:14:51,CANCELLED,SOUTH
O00470,C0140,2024-07-09 04:17:45,DELIVERED,NORTH
O00471,C0328,2024-03-26 06:37:20,RETURNED,SOUTH
O00472,C0049,2025-09-02 14:39:13,SHIPPED,CENTRAL
O00473,C0424,2024-05-16 03:39:19,DELIVERED,EAST
O00474,C0186,2025-11-30 19:11:38,RETURNED,EAST
O00475,C0266,2023-08-12 00:00:00,CANCELLED,WEST
O00476,C0084,2024-06-12 15:47:29,SHIPPED,CENTRAL
O00477,C0408,2023-12-10 11:42:31,RETURNED,CENTRAL
O00478,C0360,2025-04-06 13:57:49,PLACED,WEST
O00479,C0060,2024-12-16 08:21:43,PLACED,WEST
O00480,C0186,2024-06-24 22:12:23,CANCELLED,CENTRAL
O00481,C0176,2025-03-23 15:22:06,DELIVERED,NORTH
O00482,C0439,2023-07-04 05:36:45,SHIPPED,EAST
O00483,C0041,2023-07-14 17:10:11,PLACED,NORTH
O00484,C0388,2023-01-30 05:09:13,SHIPPED,NORTH
O00485,C0263,2023-02-20 22:36:03,CANCELLED,NORTH
O00486,C0155,2024-01-29 00:00:00,PLACED,NORTH
O00487,C0462,2025-07-23 20:25:51,DELIVERED,NORTH
O00488,C0383,2023-05-22 00:29:53,RETURNED,EAST
O00489,C0257,2024-07-01 03:05:23,RETURNED,SOUTH
O00490,C0051,2025-02-23 08:22:49,PLACED,CENTRAL
O00491,C0494,2023-12-04 02:16:28,RETURNED,NORTH
O00492,C0472,2023-06-03 07:16:12,CANCELLED,EAST
O00493,C0226,2025-12-20 12:16:52,PLACED,SOUTH
O00494,C0218,2024-07-05 04:44:08,SHIPPED,WEST
O00495,C0161,2023-06-25 07:11:03,PLACED,CENTRAL
O00496,C0185,2023-07-31 03:10:49,RETURNED,NORTH
O00497,C0060,2023-05-08 18:25:32,CANCELLED,CENTRAL
O00498,C0431,2024-04-29 16:27:38,RETURNED,WEST
O00499,C0220,2024-03-27 09:57:18,PLACED,WEST
O00500,C0007,2025-11-20 23:50:34,CANCELLED,NORTH
O00501,C0338,2024-09-07 17:44:08,PLACED,SOUTH
O00502,C0303,2024-09-05 07:38:17,SHIPPED,NORTH
O00503,C0174,2024-07-19 00:05:28,CANCELLED,NORTH
O00504,C0372,2023-12-28 18:00:33,RETURNED,CENTRAL
O00505,C0411,2024-02-29 01:09:47,CANCELLED,EAST
O00506,C0487,2025-01-09 04:05:22,CANCELLED,CENTRAL
O00507,C0233,2024-03-09 05:47:47,DELIVERED,WEST
O00508,C0483,2025-02-11 11:42:37,PLACED,NORTH
O00509,C0014,2023-04-16 23:44:57,CANCELLED,CENTRAL
O00510,C0156,2025-11-21 02:34:26,PLACED,NORTH
O00511,C0393,2025-10-23 22:52:16,CANCELLED,SOUTH
O00512,C0252,2024-04-01 00:49:09,RETURNED,EAST
O00513,C0488,2025-04-19 16:22:52,CANCELLED,NORTH
O00514,C0437,2024-08-18 22:45:30,CANCELLED,NORTH
O00515,C0338,2023-02-21 01:06:07,DELIVERED,SOUTH
O00516,C0160,2025-02-02 11:41:16,CANCELLED,NORTH
O00517,C0338,2025-06-02 16:27:35,RETURNED,CENTRAL
O00518,C0438,2024-12-30 20:05:55,PLACED,WEST
O00519,C0498,2024-02-14 03:55:39,DELIVERED,EAST
O00520,UNKNOWN,2024-05-12 20:27:51,DELIVERED,EAST
O00521,C0457,2025-06-26 00:00:00,CANCELLED,NORTH
O00522,C0183,2024-10-27 02:31:17,PLACED,SOUTH
O00523,C0160,2024-01-20 15:42:59,PLACED,EAST
O00524,C0011,2023-06-27 19:47:57,PLACED,WEST
O00525,C0291,2025-10-18 19:21:37,CANCELLED,EAST
O00526,UNKNOWN,2023-02-01 16:39:06,DELIVERED,WEST
O00527,C0294,2025-06-05 00:19:16,CANCELLED,NORTH
O00528,C0173,2025-12-09 05:16:31,DELIVERED,SOUTH
O00529,C0497,2025-08-13 02:26:40,CANCELLED,NORTH
O00530,UNKNOWN,2025-04-12 09:20:25,RETURNED,WEST
O00531,C0491,2023-12-17 21:38:22,RETURNED,NORTH
O00532,C0035,2025-07-08 10:18:49,RETURNED,WEST
O00533,C0408,2024-10-25 11:39:42,DELIVERED,CENTRAL
O00534,C0277,2024-04-10 21:25:07,CANCELLED,WEST
O00535,C0233,2024-01-26 07:49:49,RETURNED,SOUTH
O00536,C0265,2023-01-29 21:34:55,RETURNED,WEST
O00537,C0422,2023-11-27 19:27:21,CANCELLED,EAST
O00538,C0315,2025-09-17 23:37:06,CANCELLED,CENTRAL
O00539,C0103,2025-08-31 15:14:58,SHIPPED,SOUTH
O00540,C0392,2023-08-22 18:01:37,CANCELLED,WEST
O00541,C0467,2024-05-10 00:15:05,SHIPPED,WEST
O00542,C0331,2024-02-19 16:02:56,RETURNED,SOUTH
O00543,C0077,2024-09-22 11:46:44,SHIPPED,EAST
O00544,C0224,2024-12-22 01:07:40,PLACED,SOUTH
O00545,C0015,2023-09-05 13:18:54,DELIVERED,CENTRAL
O00546,C0022,2023-10-01 09:12:16,CANCELLED,NORTH
O00547,C0043,2023-03-27 22:45:00,DELIVERED,NORTH
O00548,C0344,2024-09-24 06:18:54,PLACED,WEST
O00549,C0293,2023-08-07 08:27:44,PLACED,CENTRAL
O00550,C0487,2025-10-28 19:48:34,RETURNED,EAST
O00551,C0122,2025-02-10 05:02:18,DELIVERED,EAST
O00552,C0413,2025-06-26 17:15:37,SHIPPED,WEST
O00553,C0090,2023-12-05 15:56:30,DELIVERED,WEST
O00554,C0302,2024-09-26 09:20:39,RETURNED,EAST
O00555,C0163,2025-12-22 19:38:21,CANCELLED,SOUTH
O00556,C0480,2024-03-07 10:39:54,CANCELLED,EAST
O00557,C0496,2024-04-23 00:00:00,PLACED,NORTH
O00558,C0344,2025-12-08 22:30:29,RETURNED,WEST
O00559,C0359,2024-04-25 10:21:55,PLACED,CENTRAL
O00560,UNKNOWN,2024-01-03 04:57:20,CANCELLED,EAST
O00561,C0422,2024-04-12 09:55:24,DELIVERED,SOUTH
O00562,C0324,2023-09-06 21:42:14,CANCELLED,NORTH
O00563,C0422,2024-03-01 16:49:19,CANCELLED,WEST
O00564,C0171,2024-10-03 12:18:49,PLACED,SOUTH
O00565,C0034,2025-12-21 01:18:12,RETURNED,CENTRAL
O00566,C0015,2024-05-22 14:48:24,SHIPPED,WEST
O00567,C0206,2025-09-22 21:53:45,DELIVERED,EAST
O00568,C0081,2025-06-13 11:43:42,SHIPPED,CENTRAL
O00569,C0481,2025-12-01 06:44:20,CANCELLED,SOUTH
O00570,C0304,2024-02-09 22:51:01,DELIVERED,SOUTH
O00571,C0094,2023-05-12 02:37:15,CANCELLED,CENTRAL
O00572,C0012,2023-12-15 00:00:00,RETURNED,SOUTH
O00573,C0102,2023-05-19 05:17:12,SHIPPED,NORTH
O00574,C0308,2024-09-14 23:39:54,PLACED,EAST
O00575,UNKNOWN,2023-09-22 06:38:26,RETURNED,WEST
O00576,C0254,2024-12-05 19:27:18,SHIPPED,SOUTH
O00577,C0254,2024-02-18 12:45:41,CANCELLED,SOUTH
O00578,C0422,2025-07-21 04:42:28,SHIPPED,WEST
O00579,UNKNOWN,2023-10-08 04:40:34,DELIVERED,SOUTH
O00580,C0128,2025-08-17 12:47:18,CANCELLED,NORTH
O00581,C0447,2023-01-17 00:45:59,CANCELLED,SOUTH
O00582,C0377,2024-08-18 17:44:48,PLACED,NORTH
O00583,C0171,2025-05-15 06:27:51,CANCELLED,EAST
O00584,C0496,2025-07-30 23:16:42,PLACED,NORTH
O00585,C0196,2024-01-30 01:00:50,CANCELLED,EAST
O00586,UNKNOWN,2023-07-25 10:11:57,SHIPPED,EAST
O00587,C0477,2023-09-21 21:04:55,CANCELLED,SOUTH
O00588,C0272,2023-05-20 06:19:08,DELIVERED,NORTH
O00589,C0066,2024-05-01 00:00:00,DELIVERED,EAST
O00590,C0449,2024-10-30 02:46:08,DELIVERED,CENTRAL
O00591,C0085,2024-05-01 05:52:13,CANCELLED,SOUTH
O00592,C0337,2025-05-13 05:03:16,CANCELLED,NORTH
O00593,C0118,2023-10-21 11:26:47,CANCELLED,EAST
O00594,C0224,2023-09-12 01:46:14,CANCELLED,NORTH
O00595,C0364,2024-11-16 21:02:49,CANCELLED,WEST
O00596,C0444,2023-06-24 17:57:50,DELIVERED,NORTH
O00597,C0093,2023-11-13 11:44:35,RETURNED,EAST
O00598,C0300,2025-05-24 23:23:04,PLACED,CENTRAL
O00599,C0472,2025-06-05 16:30:43,CANCELLED,NORTH
O00600,C0349,2024-05-25 00:00:00,PLACED,WEST
